name,National ?,Type,Species,Height,Weight,Abilities,Local ?,Japanese,EV yield,Catch rate,Base Happiness,Base EXP,Growth Rate,Egg Groups,Gender,Egg cycles,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,defenses,evolution_moves,levelup_moves,egg_moves,tutor_moves,tm_moves
Mienshao,620,Fighting ,Martial Arts Pokémon,4?7? (1.40m),78.3 lbs (35.5 kg),Inner FocusRegeneratorReckless (hidden ability),126 (Black/White)220 (Black 2/White 2)004 (X/Y)360 (Ultra Sun/Ultra Moon)107 (Ultra Sun/Ultra Moon),Kojondo,2 Attack ,"45 (5.9% with PokéBall, full HP)",70 (normal),179,Medium Slow,"Field, Human-Like ","50% male, 50% female","25 (base 6,400 steps)",510,65,125,60,95,60,105,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', '2'), ('Psy', '2'), ('Bug', '½'), ('Roc', '½'), ('Gho', ''), ('Dra', ''), ('Dar', '½'), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Aura Sphere', '70'), ('Detect', '9'), ('Fake Out', '13'), ('Meditate', '5'), ('Pound', '1'), ('Reversal', '63'), ('Double Slap', '17'), ('Swift', '21'), ('Calm Mind', '25'), ('Force Palm', '29'), ('Drain Punch', '33'), ('Jump Kick', '37'), ('U-turn', '41'), ('Wide Guard', '45'), ('Bounce', '49'), ('High Jump Kick', '56')])","OrderedDict([('Ally Switch', 'Psychic'), ('Baton Pass', 'Normal'), ('Endure', 'Normal'), ('Feint', 'Normal'), ('Knock Off', 'Dark'), ('Low Kick', 'Fighting'), ('Me First', 'Normal'), ('Smelling Salts', 'Normal'), ('Vital Throw', 'Fighting')])","OrderedDict([('Ally Switch', 'Psychic'), ('Bounce', 'Flying'), ('Drain Punch', 'Fighting'), ('Dual Chop', 'Dragon'), ('Focus Punch', 'Fighting'), ('Helping Hand', 'Normal'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Low Kick', 'Fighting'), ('Role Play', 'Psychic'), ('Snore', 'Normal')])","OrderedDict([('Work Up', '1'), ('Calm Mind', '4'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Reflect', '33'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Low Sweep', '47'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Acrobatics', '62'), ('Payback', '66'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Psych Up', '77'), ('Rock Slide', '80'), ('Poison Jab', '84'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Druddigon,621,Dragon ,Cave Pokémon,5?3? (1.60m),306.4 lbs (139.0 kg),Rough SkinSheer ForceMold Breaker (hidden ability),127 (Black/White)270 (Black 2/White 2)141 (X/Y)374 (Ultra Sun/Ultra Moon)121 (Ultra Sun/Ultra Moon),Kurimugan,2 Attack ,"45 (5.9% with PokéBall, full HP)",70 (normal),170,Medium Fast,"Dragon, Monster ","50% male, 50% female","30 (base 7,680 steps)",485,77,120,90,60,90,48,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '½'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', '2'), ('Dar', ''), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Leer', '1'), ('Scratch', '1'), ('Hone Claws', '5'), ('Bite', '9'), ('Scary Face', '13'), ('Dragon Rage', '18'), ('Slash', '21'), ('Crunch', '25'), ('Dragon Claw', '27'), ('Chip Away', '31'), ('Revenge', '35'), ('Night Slash', '40'), ('Dragon Tail', '45'), ('Rock Climb', '49'), ('Superpower', '55'), ('Outrage', '62')])","OrderedDict([('Crush Claw', 'Normal'), ('Feint Attack', 'Dark'), ('Fire Fang', 'Fire'), ('Glare', 'Normal'), ('Iron Tail', 'Steel'), ('Metal Claw', 'Steel'), ('Poison Tail', 'Poison'), ('Pursuit', 'Dark'), ('Snatch', 'Dark'), ('Sucker Punch', 'Dark'), ('Thunder Fang', 'Electric')])","OrderedDict([('Aqua Tail', 'Water'), ('Draco Meteor', 'Dragon'), ('Dragon Pulse', 'Dragon'), ('Fire Punch', 'Fire'), ('Gunk Shot', 'Poison'), ('Heat Wave', 'Fire'), ('Iron Head', 'Steel'), ('Iron Tail', 'Steel'), ('Outrage', 'Dragon'), ('Shock Wave', 'Electric'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting'), ('Thunder Punch', 'Electric')])","OrderedDict([('Dragon Claw', '2'), ('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Smack Down', '23'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Flamethrower', '35'), ('Sludge Bomb', '36'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Charge Beam', '57'), ('Shadow Claw', '65'), ('Payback', '66'), ('Giga Impact', '68'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Dragon Tail', '82'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Flash Cannon', '91'), ('Surf', '94'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Confide', '100')])"
Golett,622,Ground Ghost ,Automaton Pokémon,3?3? (0.99m),202.8 lbs (92.0 kg),Iron FistKlutzNo Guard (hidden ability),128 (Black/White)271 (Black 2/White 2)091 (X/Y)312 (Ultra Sun/Ultra Moon)133 (Ultra Sun/Ultra Moon),Gobitto,1 Attack ,"190 (24.8% with PokéBall, full HP)",70 (normal),61,Medium Fast,Mineral ,Genderless,"25 (base 6,400 steps)",303,59,74,50,35,50,35,"OrderedDict([('Nor', '0'), ('Fir', ''), ('Wat', '2'), ('Ele', '0'), ('Gra', '2'), ('Ice', '2'), ('Fig', '0'), ('Poi', '¼'), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '½'), ('Gho', '2'), ('Dra', ''), ('Dar', '2'), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Astonish', '1'), ('Defense Curl', '1'), ('Pound', '1'), ('Mud-Slap', '5'), ('Rollout', '9'), ('Shadow Punch', '13'), ('Iron Defense', '17'), ('Stomping Tantrum', '21'), ('Mega Punch', '25'), ('Magnitude', '30'), ('Dynamic Punch', '35'), ('Night Shade', '40'), ('Curse', '45'), ('Earthquake', '50'), ('Hammer Arm', '55'), ('Focus Punch', '61')])",OrderedDict(),"OrderedDict([('Ally Switch', 'Psychic'), ('Block', 'Normal'), ('Drain Punch', 'Fighting'), ('Earth Power', 'Ground'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Gravity', 'Psychic'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Iron Defense', 'Steel'), ('Low Kick', 'Fighting'), ('Magic Coat', 'Psychic'), ('Shock Wave', 'Electric'), ('Signal Beam', 'Bug'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Superpower', 'Fighting'), ('Telekinesis', 'Psychic'), ('Thunder Punch', 'Electric')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Protect', '17'), ('Rain Dance', '18'), ('Safeguard', '20'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Thief', '46'), ('Low Sweep', '47'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Rock Polish', '69'), ('Gyro Ball', '74'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Golurk,623,Ground Ghost ,Automaton Pokémon,9?2? (2.79m),727.5 lbs (330.0 kg),Iron FistKlutzNo Guard (hidden ability),129 (Black/White)272 (Black 2/White 2)092 (X/Y)313 (Ultra Sun/Ultra Moon)134 (Ultra Sun/Ultra Moon),Gorugu,2 Attack ,"90 (11.8% with PokéBall, full HP)",70 (normal),169,Medium Fast,Mineral ,Genderless,"25 (base 6,400 steps)",483,89,124,80,55,80,55,"OrderedDict([('Nor', '0'), ('Fir', ''), ('Wat', '2'), ('Ele', '0'), ('Gra', '2'), ('Ice', '2'), ('Fig', '0'), ('Poi', '¼'), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '½'), ('Gho', '2'), ('Dra', ''), ('Dar', '2'), ('Ste', ''), ('Fai', '')])","OrderedDict([('Heavy Slam', 'Steel')])","OrderedDict([('Astonish', '1'), ('Defense Curl', '1'), ('Heavy Slam', '1'), ('High Horsepower', '1'), ('Mud-Slap', '5'), ('Pound', '1'), ('Rollout', '9'), ('Shadow Punch', '13'), ('Iron Defense', '17'), ('Stomping Tantrum', '21'), ('Mega Punch', '25'), ('Magnitude', '30'), ('Dynamic Punch', '35'), ('Night Shade', '40'), ('Curse', '47'), ('Earthquake', '54'), ('Hammer Arm', '61'), ('Focus Punch', '69'), ('Phantom Force', '76')])",OrderedDict(),"OrderedDict([('Ally Switch', 'Psychic'), ('Block', 'Normal'), ('Drain Punch', 'Fighting'), ('Earth Power', 'Ground'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Gravity', 'Psychic'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Iron Defense', 'Steel'), ('Low Kick', 'Fighting'), ('Magic Coat', 'Psychic'), ('Shock Wave', 'Electric'), ('Signal Beam', 'Bug'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting'), ('Telekinesis', 'Psychic'), ('Thunder Punch', 'Electric'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Safeguard', '20'), ('Frustration', '21'), ('Solar Beam', '22'), ('Thunderbolt', '24'), ('Earthquake', '26'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Thief', '46'), ('Low Sweep', '47'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Charge Beam', '57'), ('Giga Impact', '68'), ('Rock Polish', '69'), ('Stone Edge', '71'), ('Gyro Ball', '74'), ('Fly', '76'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Flash Cannon', '91'), ('Confide', '100')])"
Pawniard,624,Dark Steel ,Sharp Blade Pokémon,1?8? (0.51m),22.5 lbs (10.2 kg),DefiantInner FocusPressure (hidden ability),130 (Black/White)223 (Black 2/White 2)048 (X/Y)337 (Ultra Sun/Ultra Moon)158 (Ultra Sun/Ultra Moon),Komatana,1 Attack ,"120 (15.7% with PokéBall, full HP)",35 (lower than normal),68,Medium Fast,Human-Like ,"50% male, 50% female","20 (base 5,120 steps)",340,45,85,70,40,40,60,"OrderedDict([('Nor', '½'), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', '½'), ('Fig', '4'), ('Poi', '0'), ('Gro', '2'), ('Fly', '½'), ('Psy', '0'), ('Bug', ''), ('Roc', '½'), ('Gho', '½'), ('Dra', '½'), ('Dar', '½'), ('Ste', '½'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Scratch', '1'), ('Leer', '6'), ('Fury Cutter', '9'), ('Torment', '14'), ('Feint Attack', '17'), ('Scary Face', '22'), ('Metal Claw', '25'), ('Slash', '30'), ('Assurance', '33'), ('Metal Sound', '38'), ('Embargo', '41'), ('Iron Defense', '46'), ('Night Slash', '49'), ('Iron Head', '54'), ('Swords Dance', '57'), ('Guillotine', '62')])","OrderedDict([('Headbutt', 'Normal'), ('Mean Look', 'Normal'), ('Psycho Cut', 'Psychic'), ('Pursuit', 'Dark'), ('Quick Guard', 'Fighting'), ('Revenge', 'Fighting'), ('Stealth Rock', 'Rock'), ('Sucker Punch', 'Dark')])","OrderedDict([('Dual Chop', 'Dragon'), ('Foul Play', 'Dark'), ('Iron Defense', 'Steel'), ('Iron Head', 'Steel'), ('Knock Off', 'Dark'), ('Low Kick', 'Fighting'), ('Magnet Rise', 'Electric'), ('Role Play', 'Psychic'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Stealth Rock', 'Rock')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Sandstorm', '37'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Low Sweep', '47'), ('Round', '48'), ('False Swipe', '54'), ('Fling', '56'), ('Embargo', '63'), ('Shadow Claw', '65'), ('Payback', '66'), ('Rock Polish', '69'), ('Thunder Wave', '73'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Poison Jab', '84'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Confide', '100')])"
Bisharp,625,Dark Steel ,Sword Blade Pokémon,5?3? (1.60m),154.3 lbs (70.0 kg),DefiantInner FocusPressure (hidden ability),131 (Black/White)224 (Black 2/White 2)049 (X/Y)338 (Ultra Sun/Ultra Moon)159 (Ultra Sun/Ultra Moon),Kirikizan,2 Attack ,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,Human-Like ,"50% male, 50% female","20 (base 5,120 steps)",490,65,125,100,60,70,70,"OrderedDict([('Nor', '½'), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', '½'), ('Fig', '4'), ('Poi', '0'), ('Gro', '2'), ('Fly', '½'), ('Psy', '0'), ('Bug', ''), ('Roc', '½'), ('Gho', '½'), ('Dra', '½'), ('Dar', '½'), ('Ste', '½'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Fury Cutter', '9'), ('Guillotine', '71'), ('Iron Head', '57'), ('Leer', '6'), ('Metal Burst', '1'), ('Scratch', '1'), ('Torment', '14'), ('Feint Attack', '17'), ('Scary Face', '22'), ('Metal Claw', '25'), ('Slash', '30'), ('Assurance', '33'), ('Metal Sound', '38'), ('Embargo', '41'), ('Iron Defense', '46'), ('Night Slash', '49'), ('Swords Dance', '63')])","OrderedDict([('Headbutt', 'Normal'), ('Mean Look', 'Normal'), ('Psycho Cut', 'Psychic'), ('Pursuit', 'Dark'), ('Quick Guard', 'Fighting'), ('Revenge', 'Fighting'), ('Stealth Rock', 'Rock'), ('Sucker Punch', 'Dark')])","OrderedDict([('Dual Chop', 'Dragon'), ('Foul Play', 'Dark'), ('Iron Defense', 'Steel'), ('Iron Head', 'Steel'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Low Kick', 'Fighting'), ('Magnet Rise', 'Electric'), ('Role Play', 'Psychic'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Stealth Rock', 'Rock'), ('Throat Chop', 'Dark')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Sandstorm', '37'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Low Sweep', '47'), ('Round', '48'), ('Focus Blast', '52'), ('False Swipe', '54'), ('Fling', '56'), ('Embargo', '63'), ('Shadow Claw', '65'), ('Payback', '66'), ('Giga Impact', '68'), ('Rock Polish', '69'), ('Stone Edge', '71'), ('Thunder Wave', '73'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Poison Jab', '84'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Confide', '100')])"
Bouffalant,626,Normal ,Bash Buffalo Pokémon,5?3? (1.60m),208.6 lbs (94.6 kg),RecklessSap SipperSoundproof (hidden ability),132 (Black/White)269 (Black 2/White 2),Baffuron,2 Attack ,"45 (5.9% with PokéBall, full HP)",70 (normal),172,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",490,95,110,95,40,95,55,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Leer', '1'), ('Pursuit', '1'), ('Rage', '6'), ('Fury Attack', '11'), ('Horn Attack', '16'), ('Scary Face', '21'), ('Revenge', '26'), ('Head Charge', '31'), ('Focus Energy', '36'), ('Megahorn', '41'), ('Reversal', '46'), ('Thrash', '50'), ('Swords Dance', '56'), ('Giga Impact', '61')])","OrderedDict([('Amnesia', 'Psychic'), ('Belch', 'Poison'), ('Cotton Guard', 'Grass'), ('Headbutt', 'Normal'), ('Iron Head', 'Steel'), ('Mud Shot', 'Ground'), ('Mud-Slap', 'Ground'), ('Rock Climb', 'Normal'), ('Skull Bash', 'Normal'), ('Stomp', 'Normal')])","OrderedDict([('Endeavor', 'Normal'), ('Iron Head', 'Steel'), ('Outrage', 'Dragon'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting'), ('Uproar', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Payback', '66'), ('Smart Strike', '67'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Wild Charge', '93'), ('Surf', '94'), ('Confide', '100')])"
Rufflet,627,Normal Flying ,Eaglet Pokémon,1?8? (0.51m),23.1 lbs (10.5 kg),Keen EyeSheer ForceHustle (hidden ability),133 (Black/White)109 (Black 2/White 2)075 (Sun/Moon)089 (Ultra Sun/Ultra Moon)089 (Ultra Sun/Ultra Moon)035 (Ultra Sun/Ultra Moon),Washibon,1 Attack ,"190 (24.8% with PokéBall, full HP)",70 (normal),70,Slow,Flying ,"100% male, 0% female","20 (base 5,120 steps)",350,70,83,50,37,50,60,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Leer', '1'), ('Peck', '1'), ('Fury Attack', '5'), ('Wing Attack', '10'), ('Hone Claws', '14'), ('Scary Face', '19'), ('Aerial Ace', '23'), ('Slash', '28'), ('Defog', '32'), ('Tailwind', '37'), ('Air Slash', '41'), ('Crush Claw', '46'), ('Sky Drop', '50'), ('Whirlwind', '55'), ('Brave Bird', '59'), ('Thrash', '64')])",OrderedDict(),"OrderedDict([('Defog', 'Flying'), ('Heat Wave', 'Fire'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Tailwind', 'Flying')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Steel Wing', '51'), ('Sky Drop', '58'), ('Shadow Claw', '65'), ('Fly', '76'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Braviary,628,Normal Flying ,Valiant Pokémon,4?11? (1.50m),90.4 lbs (41.0 kg),Keen EyeSheer ForceDefiant (hidden ability),134 (Black/White)110 (Black 2/White 2)076 (Sun/Moon)090 (Ultra Sun/Ultra Moon)090 (Ultra Sun/Ultra Moon)036 (Ultra Sun/Ultra Moon),Woguru,2 Attack ,"60 (7.8% with PokéBall, full HP)",70 (normal),179,Slow,Flying ,"100% male, 0% female","20 (base 5,120 steps)",510,100,123,75,57,75,80,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])","OrderedDict([('Superpower', 'Fighting')])","OrderedDict([('Brave Bird', '63'), ('Fury Attack', '5'), ('Leer', '1'), ('Peck', '1'), ('Superpower', '1'), ('Thrash', '70'), ('Whirlwind', '57'), ('Wing Attack', '10'), ('Hone Claws', '14'), ('Scary Face', '19'), ('Aerial Ace', '23'), ('Slash', '28'), ('Defog', '32'), ('Tailwind', '37'), ('Air Slash', '41'), ('Crush Claw', '46'), ('Sky Drop', '50')])",OrderedDict(),"OrderedDict([('Defog', 'Flying'), ('Heat Wave', 'Fire'), ('Laser Focus', 'Normal'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Tailwind', 'Flying'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Steel Wing', '51'), ('Sky Drop', '58'), ('Shadow Claw', '65'), ('Giga Impact', '68'), ('Fly', '76'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Vullaby,629,Dark Flying ,Diapered Pokémon,1?8? (0.51m),19.8 lbs (9.0 kg),Big PecksOvercoatWeak Armor (hidden ability),135 (Black/White)111 (Black 2/White 2)077 (Sun/Moon)091 (Ultra Sun/Ultra Moon)091 (Ultra Sun/Ultra Moon)037 (Ultra Sun/Ultra Moon),Baruchai,1 Defense ,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),74,Slow,Flying ,"0% male, 100% female","20 (base 5,120 steps)",370,70,55,75,45,65,60,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', '0'), ('Bug', ''), ('Roc', '2'), ('Gho', '½'), ('Dra', ''), ('Dar', '½'), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Gust', '1'), ('Leer', '1'), ('Fury Attack', '5'), ('Pluck', '10'), ('Nasty Plot', '14'), ('Flatter', '19'), ('Feint Attack', '23'), ('Punishment', '28'), ('Defog', '32'), ('Tailwind', '37'), ('Air Slash', '41'), ('Dark Pulse', '46'), ('Embargo', '50'), ('Whirlwind', '55'), ('Brave Bird', '59'), ('Mirror Move', '64')])","OrderedDict([('Fake Tears', 'Dark'), ('Foul Play', 'Dark'), ('Knock Off', 'Dark'), ('Mean Look', 'Normal'), ('Roost', 'Flying'), ('Scary Face', 'Normal'), ('Steel Wing', 'Steel')])","OrderedDict([('Block', 'Normal'), ('Defog', 'Flying'), ('Foul Play', 'Dark'), ('Heat Wave', 'Fire'), ('Knock Off', 'Dark'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Tailwind', 'Flying')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Steel Wing', '51'), ('Embargo', '63'), ('Payback', '66'), ('Fly', '76'), ('Psych Up', '77'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Confide', '100')])"
